text,labels,domain,source
"WASHINGTON Reuters - U.S. President Donald Trump will make an announcement this week on an overall Iran strategy, including whether to decertify the international deal curbing Tehran s nuclear program, the White House said on Tuesday. He ll make that later this week, White House spokeswoman Sarah Sanders told reporters when asked about the certification decision and the administration s broader strategy on Iran. Trump, who has called the 2015 pact agreed between Iran and six world powers an embarrassment, is expected to announce that he will decertify the deal ahead of an Oct. 15 deadline, a senior administration official said last week. Trump is also expected to designate Iran s most powerful security force, the Islamic Revolutionary Guards Corp, as a terrorist organization as part of a n",,General,argilla_news
"WASHINGTON Reuters - U.S. Supreme Court Justice Ruth Bader Ginsburg said on Wednesday she hoped cooler heads will prevail over the vacancy on the Supreme Court, suggesting that Republicans should act on President Barack Obama s nominee. Ginsburg s comments at Georgetown Law Center came a day after Democrats in the Republican-controlled Senate renewed their push for a confirmation hearing for Obama s pick, appeals court judge Merrick Garland. The nomination has been pending for 175 days without Senate action, the longest ever to the high court. Republicans have said the next president should get to make the appointment because the vacancy, created by the death of conservative Justice Antonin Scalia in February, came in the final year of Obama s presidency. I do think that cooler heads will ",,General,argilla_news
"WASHINGTON Reuters - Rex Tillerson s job as chief U.S. diplomat became harder before it even began because of White House moves that have antagonized Muslim nations, European allies, Mexico and U.S. bureaucrats, current and former U.S. officials said. Hours after the Senate confirmed Tillerson as the 69th secretary of state by a 56-43 vote, the former Exxon Mobil Corp CEO was sworn in as the chief foreign affairs adviser to President Donald Trump. The Senate vote was largely along party lines, with all 52 Republicans voting in favor, along with three Democrats and one independent. Tillerson takes up his post at the State Department on Thursday morning when he will address staff. Under any circumstance, Tillerson would have inherited a messy globe with a civil war in Syria, nuclear-armed No",,General,argilla_news
"HAVANA Reuters - U.S. President Barack Obama challenged Cuba s Communist government with an impassioned call for democracy and economic reforms on Tuesday, addressing the Cuban people directly in a historic speech broadcast throughout the island. Taking the stage at Havana s Grand Theater with President Raul Castro in attendance, Obama said he was in Cuba to extend a hand of friendship and bury the last remnant of the Cold War in the Americas. But he also pressed hard for economic and political reforms and greater openness in a one-party state where the government stifles dissent, Internet access is low and the media is in state hands. His speech was the high point of a 48-hour trip made possible by his agreement with Castro in December 2014 to cast aside decades of hostility that began so",,General,argilla_news
"EAST CHICAGO, Ind. Reuters - The head of the Environmental Protection Agency EPA toured his first hazardous waste site on Tuesday amid proposed budget cuts that could devastate efforts to clean up contaminated land and water around the country. Scott Pruitt s visit to East Chicago, Indiana, came a day after the agency denied a report that it was considering closing its Chicago office, which oversees regional environmental protection efforts, including the Flint, Michigan drinking water clean-up and Great Lakes restoration. The reason I m here is because it is important that we restore confidence to the people here in this community that we are going to get it right going forward, Pruitt told the media after meeting with residents and lawmakers. Pruitt did not address the report of the poss",,General,argilla_news
"TRIPOLI Reuters - Libyan families displaced from a town ransacked after the toppling of Muammar Gaddafi in 2011 will be allowed to return home in February, the U.N.-backed government said on Tuesday after more than a year of negotiations. The deal, if implemented, would be a step toward reconciliation in the North African oil producing country, which is heavily divided between competing factions, communities, tribes and governments since 2011. Residents of the town of Tawergha were expelled by former anti-Gaddafi rebels in 2011 in retaliation for the strongman having used their settlement as a launch pad for attacks on the western city of Misrata during the uprising. They have been living in camps and makeshift settlements in poverty across Libya and were banned from returning home. They f",,General,argilla_news
"WASHINGTON Reuters - U.S. President Donald Trump will strike a blow against the 2015 Iran nuclear agreement on Friday in defiance of other world powers, choosing not to certify that Tehran is complying with the deal in a major reversal of U.S. policy. Trump s decision will not withdraw the United States from the agreement, which was negotiated by Washington and other world powers during the administration of former President Barack Obama. The move likely gives U.S. lawmakers 60 days to decide whether to bring back sanctions on Iran that were lifted under the deal. If Congress reimposes the sanctions, the United States would in effect be in violation of the terms of the nuclear deal and it would likely fall apart. If lawmakers do nothing, the deal remains in place. Here is a look at where k",,General,argilla_news
"WASHINGTON Reuters - The U.S. State Department has approved arms sales packages worth more than 3.8 billion to Bahrain including F-16 jets, upgrades, missiles and patrol boats, the Pentagon said on Friday. The approvals coincide with the State Department s notification to Congress, which had held up a similar arms deal last year over human rights concerns. The proposed sales include 19 F-16V jets made by Lockheed Martin Corp which could have a value of up to 2.7 billion, the Pentagon said. Other potential sales approved Friday include two 35 meter 114 feet patrol boats with machine guns, 221 anti-tank missiles made by Raytheon Co and 1.8 billion worth of upgrades to Bahrain s existing fleet of F-16 jets, the Pentagon said in separate statements. In May, U.S. President Donald Trump said Was",,General,argilla_news
"JOHANNESBURG Reuters - South African President Jacob Zuma reiterated a call on Monday for radical reforms to shift the balance of monopoly economic power away from whites who dominated under apartheid, saying without such change blacks would stay poor for a long time. He made the remarks, reiterating a staple criticism leveled by his ruling ANC about South Africa s economy, against the backdrop of widespread allegations of corruption against Zuma and his friends, the Indian-born Gupta brothers. Zuma was responding to a question about his role as an enemy of white capital , during an interview with the ANN7 news network, which was founded by the Guptas. Zuma and the Guptas have denied any wrongdoing. I don t know why there is a debate in fact. Because there is a monopoly capital and in Sout",,General,argilla_news
"LONDON Reuters - Britain will be in the front seat to negotiate a new trade deal with the incoming administration of Donald Trump, a top Republican in the United States Senate said, the BBC reported. Senate Foreign Relations Committee Chairman Bob Corker said after meeting British Foreign Secretary Boris Johnson that a trade deal between the two countries would be a priority as Britain prepares to leave the European Union. Last year, ahead of the Brexit vote, President Barack Obama exhorted Britons to stay in the EU and warned that if they left they would be at the back of the queue for a U.S. trade deal. Corker said Johnson knows full well that there is no way the United Kingdom is going to take a back seat . They will take a front seat and I think it will be our priority to make sure tha",,General,argilla_news
"ZURICH Reuters - More than one in three Swiss feel uncomfortable around people perceived to be different because of their nationality, religion, skin color or other factors, a government survey found. The poll released on Tuesday sought for the first time to gauge how people coexist in a country of 8.4 million residents, a quarter of them foreigners. Thirty-six percent said they felt uneasy in the presence of people they found outside the norm, particularly those who spoke a foreign language, or moved around. It did not give more details on the last category, but Roma and other itinerant groups have complained of discrimination in the mountainous state that has stayed outside the European Union. Sixteen percent of respondents went further and said they felt threatened by foreigners. Despit",,General,argilla_news
"CARACAS Reuters - From his refuge at the Chilean ambassador s home, Venezuela s deputy congressional leader has defended civil disobedience against President Nicolas Maduro and urged demoralized opponents to unite and oust him in a presidential vote. All the focus of our struggle now is to have truly free presidential elections, opposition lawmaker Freddy Guevara said in a video released overnight after he entered the Chilean diplomatic residence at the weekend. Venezuela is due to hold a presidential vote in 2018. But foes of Maduro are demanding that the pro-government election board first be reformed, charging the election will be rigged if it is not. Saying he should be tried for violence, authorities have revoked Guevara s parliamentary immunity and banned the 31-year-old leader of ha",,General,argilla_news
"MANILA Reuters - Philippines President Rodrigo Duterte will ask Congress to extend martial law in the volatile southern island of Mindanao to quell an insurgency, cabinet officials said on Sunday. Duterte placed the restive region of 22 million people under military rule on May 23 after Islamist militants took over parts of the southern Marawi City in what was the Philippines biggest security crisis in years. Martial law is due to expire on Dec. 31. The Philippine leader will formally request on Monday a one-year extension of martial law, Executive Secretary Salvador Medialdea told reporters. The 23-member Senate and the 296-member House of Representatives will vote once they convene in joint session. Lawmakers are due to go on recess on from Dec. 16 to Jan. 14, 2018. Military rule should ",,General,argilla_news
"Reuters - Donald Trump was scheduled to hold additional meetings on Thursday and Friday as he forms his administration before taking over from Democratic President Barack Obama on Jan. 20. The Republican president-elect has held more than 85 meetings so far, according to his transition team. Trump was to meet with the following people on Thursday and Friday, according to his team Retired U.S. Navy Admiral, former supreme allied commander of NATO, dean of the Fletcher School of Law and Diplomacy at Tufts University Former CEO of Ford Motor Co, Sept 2006 to July 2014 Director at Google since 2014 U.S. Representative from Idaho, a Republican Serves on House Judiciary and Natural Resources committees U.S. Senator from West Virginia, a Democrat Trump has also invited technology industry leaders",,General,argilla_news
"WASHINGTON Reuters - Since taking office, U.S. President Donald Trump has shown an affinity, and perhaps even a deference, to the generals he has surrounded himself with in his Cabinet and at the White House, save one exception the war in Afghanistan. More than a dozen interviews with current and former U.S. officials familiar with the discussions reveal a president deeply frustrated with the lack of options to win the 16-year-old war, described internally as an eroding stalemate. The debate carries echoes of the same dilemma Barack Obama faced in 2009. Then, as now, odds are that Trump will ultimately send more troops, current and former officials say. It s the least worst option, one former U.S. official familiar with the discussions said, speaking on condition of anonymity, while acknow",,General,argilla_news
"CARACAS Reuters - Venezuela has arrested the state oil company s boss for the western region and eight other executives at PDVSA, according to an internal company memo and a half-dozen sources in the OPEC member s oil industry. It was not immediately clear why Gustavo Malave and the other employees were apprehended, though a series of corruption probes are under way at PDVSA and have entangled other employees. The sources said Malave was arrested on Monday in Zulia state, Venezuela s traditional oil-producing region near Colombia, in what would be one of the highest-profile detentions of a PDVSA executive. PDVSA, the prosecutor s office, and Malave did not immediately respond to a request for comment. Separately, Venezuela s new chief prosecutor Tarek Saab on Thursday announced he was inve",,General,argilla_news
"WASHINGTON Reuters - The U.S. Supreme Court on Monday struck down a gender distinction in U.S. immigration law that treats mothers and fathers differently when determining a child s citizenship, calling such inequality stunningly anachronistic. The high court, in a 8-0 ruling authored by Justice Ruth Bader Ginsburg, found that a provision in federal law that defines how people born overseas can be eligible for U.S. citizenship violated the U.S. Constitution s equal protection guarantee. The ruling, however, may not help the man who brought the case, New York resident Luis Morales-Santana, who was seeking to avoid deportation to the Dominican Republic after being convicted of several offenses. The law requires that unwed fathers who are American citizens spend at least five years living in ",,General,argilla_news
"WASHINGTON Reuters - Less than 24 hours after Donald Trump took office, his presidency started generating controversy. Photographs showing that the crowd at Trump s swearing-in was smaller than at Barack Obama s first presidential inauguration in 2009 caused the first ruckus in his administration - but not the last. Trump s first year in office was colored by an investigation into whether his campaign colluded with the Russian government to affect the election outcome, insults and threats of war with North Korea, and an effort to pass business-friendly legislation. From the start, the White House took a combative approach, accusing the media of framing photographs of the inauguration in a way that appeared to understate the crowd size. Press Secretary Sean Spicer argued that the images wer",,General,argilla_news
"WASHINGTON Reuters - U.S. President Donald Trump has told visitors that his Mar-a-Lago retreat is set up perfectly for foreign visits, but the Chinese side was initially hesitant when word came that Trump would like to meet Chinese President Xi Jinping there, according to administration officials. Even after seeing images of Japanese Prime Minister Shinzo Abe s back-slapping sessions with Trump at Mar-a-Lago in February, Chinese officials thought the oceanfront, Spanish-style club in Palm Beach, Florida, lacked the symbolic significance of the White House itself. They thought, no, it has to be the White House, the symbolism of that, a senior administration official told Reuters. They were ultimately convinced that this was worth doing. It s unusual because most foreigners realize that bein",,General,argilla_news
"WASHINGTON Reuters - A secret meeting at a neighbor s house, a drive through a back country road, and a clandestine flight on a military jet marked Judge Neil Gorsuch s journey to the White House this week after U.S. President Donald Trump chose him as his Supreme Court nominee. Trump, who took office on January 20, called Gorsuch on Monday to inform him that he had prevailed among a handful of finalists to succeed deceased Justice Antonin Scalia on the high court. That decision set off a rapid and secretive process to get Gorsuch to Washington without alerting journalists and other Supreme Court watchers of the president s selection. After Trump called the Colorado-based judge, a team from the White House counsel s office flew to Denver and then drove to Boulder, roughly 45 minutes away, ",,General,argilla_news
"MOSCOW Reuters - Russian President Vladimir Putin said on Thursday he had all grounds to believe that Moscow, along with Damascus, would soon defeat terrorists in Syria. He said that the Syrian peace process was developing in a positive way, though there were still problems. He said there was a proposal to hold a Congress of Syrian peoples, bringing together representatives of all ethnic groups in Syria.",,General,argilla_news
"GENEVA Reuters - A European and African deal to stem the flow of migrants coming through Libya to Europe fails to tackle the abuses they face, the top U.N. human rights official wrote on Friday. The 28-nation European Union has long struggled to reach a coherent answer to the influx of migrants fleeing war, poverty and political upheaval in the Middle East and Africa, and the crisis is testing cooperation between member states. On Aug. 28, the leaders of France, Germany, Italy, Spain, Chad, Niger and Libya agreed a plan to tackle illegal human trafficking and support nations struggling to contain the flow of people across the desert and Mediterranean sea. U.N. High Commissioner for Human Rights Zeid Ra ad al-Hussein said it was significant that the agreement they struck in Paris recognized",,General,argilla_news
"SYDNEY Reuters - Australia will extend its Pacific Islands migrant labor program and fly aerial surveillance missions to protect valuable Pacific fisheries, Prime Minister Malcolm Turnbull said at the Pacific Island Leaders Forum. The meeting, held in Apia, Samoa, brought 17 Pacific Island nations plus Australia and New Zealand to the negotiating table. The new agreement helps tiny low-income Pacific Island nations by giving them access to Australia s large and developed economy, with migrant workers repatriating funds via overseas remittances. The per capita gross national incomes of 11 countries in the region range from 1,540 for the Solomon Islands to 13,496 for Palau, according to World Bank figures, while Australian workers earn an average yearly salary of more than 64,000. Australia ",,General,argilla_news
"NEWPORT NEWS, Va. Reuters - President Donald Trump told reporters on Thursday he has total confidence in Attorney General Jeff Sessions amid a controversy over Sessions meetings with a Russian diplomat last year. Trump made the comment while preparing to deliver a speech about his proposed defense buildup aboard the Gerald R. Ford aircraft carrier.",,General,argilla_news
"OTTAWA Reuters - Canadian Prime Minister Justin Trudeau said he spoke with U.S. President Donald Trump on Friday about the air strikes on Syria, adding that Canada had been informed about the strikes about an hour before they occurred on Thursday. Last night the United States Secretary of Defence briefed Canada s Minister of Defence in advance of the American military strike in Syria. The Minister of Defence then immediately briefed me. This morning, I spoke with the President directly and emphasized that Canada agrees that Assad s repeated use of chemical weapons must not continue, Trudeau told parliament. Trudeau did not indicate what Trump said to him during the phone call.",,General,argilla_news
"NAIROBI Reuters - Kenya s Supreme Court on Wednesday criticized the election board for failing to verify official results of last month s presidential election before announcing them, but did not find any individual at the board responsible for the failings. The court was offering a detailed ruling as to why it annulled the Aug. 8 election and ordered a fresh presidential vote within 60 days. The Sept. 1 decision was the first of its kind in Africa. The election board had said incumbent President Uhuru Kenyatta won the contest by 1.4 million votes, but opposition leader Raila Odinga challenged the result in the Supreme Court. He says the previous two elections were also stolen from him. Kenya is a key Western ally in a region often shaken by violence. Its status as a diplomatic, trade and ",,General,argilla_news
"GENEVA Reuters - The European Union s support for the Libyan coast guard is leading to the arbitrary and indefinite imprisonment of migrants in inhuman conditions, the U.N. human rights chief said on Tuesday. The EU anti-trafficking mission Sophia has helped train Tripoli s coast guard, while Italy has supplied it with four patrol boats. Italy also has sent millions of euros and a navy repair ship to fix Libya s marine fleet. So far in 2017, the Libyans have intercepted almost 20,000 migrants at sea, according to the International Organization for Migration. After being taken from the boats, they are brought to land and put in detention centers that were visited by United Nations personnel. Monitors were shocked by what they witnessed, High Commissioner on Human Rights Zeid Ra ad Al Hussei",,General,argilla_news
"BEIJING Reuters - The United States said on Saturday it was directly communicating with North Korea on its nuclear and missile programs but Pyongyang had shown no interest in dialogue. The disclosure by U.S. Secretary of State Rex Tillerson during a trip to China represented the first time he has spoken to such an extent about U.S. outreach to North Korea over its pursuit of a nuclear-tipped intercontinental ballistic missile. We are probing so stay tuned, Tillerson told a group of reporters in Beijing. We ask Would you like to talk? We have lines of communications to Pyongyang. We re not in a dark situation, a blackout. He said that communication was happening directly and cited two or three U.S. channels open to Pyongyang. We can talk to them. We do talk to them, he said, without elabora",,General,argilla_news
"UNITED NATIONS Reuters - A subtle diplomat like Talleyrand, Donald Trump is not. The U.S. president, in his first foray at the U.N. General Assembly, derided North Korean leader Kim Jong Un as a rocket man ... on a suicide mission and delivered an unabashed defense of sovereignty at the seat of global multilateralism. But if his speech drew barbs from allies and authoritarian adversaries, it did nothing to deter his dance partners at the premier diplomatic waltz of the year, the 193-member United Nations annual gathering of world leaders known by the acronym UNGA. Trump held bilateral meetings with 13 leaders this week, more than his predecessor Barack Obama had at his first UNGA five , his last six or his busiest 10 , according to data compiled by CBS News White House correspondent Mark K",,General,argilla_news
"MADRID Reuters - Spain s opposition Socialist leader Pedro Sanchez said on Wednesday he had agreed with Prime Minister Mariano Rajoy to launch a constitutional reform that could change the way Spain s autonomous regions, including Catalonia, are governed. The two leaders agreed that a committee would study the current system of regional autonomy for six months, after which the Spanish parliament would debate constitutional reforms, Sanchez told reporters. He also backed Rajoy s demand that Catalan leader Carles Puigdemont clarify whether he declared independence from Spain and said he would support constitutional measures that may be taken by the Spanish government if Puigdemont failed to reply or said he had declared independence.",,General,argilla_news
"JERUSALEM Reuters - Israel s right wing has been eagerly awaiting Donald Trump s arrival in the White House, hoping a Republican president will usher in a new era of support for Israeli settlement-building on land Palestinians want for a state. The far-right Jewish Home party, along with members of Prime Minister Benjamin Netanyahu s Likud party, is promoting legislation that would effectively annex one large settlement in the occupied West Bank to Israel and another bill that would legalize dozens of unauthorized outposts. But there could be a question mark over the issue, with Netanyahu possibly looking to curb settlement laws, wary of the dangers of the far right s ambitions being too freely unleashed as he feels his way forward with the new U.S. administration. The Israeli leader s spo",,General,argilla_news
"WASHINGTON Reuters - Republican presidential candidate Ted Cruz vowed to deport immigrants living illegally in the United States and build a wall to keep others out, sharpening his stance on the issue a week before presidential contests in several southern states. Cruz s comments on the eve of Tuesday s Nevada caucuses came hours after the public firing of his main spokesman over misleading social media postings involving rival Marco Rubio. Rubio won endorsements on Monday from prominent Republicans as he sought to become the party s mainstream alternative to front-runner Donald Trump after Jeb Bush dropped out of the race for the 2016 Republican presidential nomination. Cruz was asked on Fox News O Reilly Factor if he would round up the 12 million illegal aliens in the country, and how. L",,General,argilla_news
"WASHINGTON Reuters - Treasury Secretary Steven Mnuchin and House of Representatives Speaker Paul Ryan expressed confidence on Thursday that Congress will pass an overhaul of the U.S. tax code by the end of this year, a major but elusive goal for President Donald Trump and his fellow Republicans. We want America to wake up on New Year s Day 2018 with a new tax system, Ryan said, adding that his goal was to have a U.S. corporate tax rate at or below 22.5 percent, down from the current 35 percent. I think it s still very viable to get it done this year, Mnuchin said, calling the tax overhaul his and Trump s top priority. We don t need to set a specific date. We re going to get this done as quickly as we can. Mnuchin and Ryan made their predictions a day after Trump reached a deal with Democra",,General,argilla_news
"MOSCOW Reuters - Moscow is deeply concerned by the escalation of tension on the Korean peninsula caused by the continued war of words between the United States and North Korea, Kremlin spokesman Dmitry Peskov said on Friday. Moscow is convinced that there is no alternative to a political and diplomatic settlement of the North Korean problem, he told a conference call with reporters. He said the situation was being further aggravated by the swapping of silly statements full of threats . The Kremlin was reacting to U.S. President Donald Trump s statement in which he vowed to destroy North Korea, leading the reclusive nation to declare that it might test a hydrogen bomb over the Pacific Ocean.",,General,argilla_news
"BERLIN Reuters - Germany cannot afford to give in to intimidation and threats of protectionism from U.S. President-elect Donald Trump, and to do so even once would invite repeated bullying, a key conservative ally of Chancellor Angela Merkel said on Tuesday. Trump warned German car companies that he would impose a border tax of 35 percent on vehicles imported to the U.S. market, in a newspaper interview published on Monday. Norbert Roettgen, head of Germany s foreign affairs committee in parliament, said Germany must stay true to its values. The country is one of the world s leading exporting nations, getting nearly half its gross domestic product from exports. The smart thing to do is not to yield to intimidation and threats, Roettgen told a small group of foreign reporters when asked abo",,General,argilla_news
"BERLIN Reuters - Frauke Petry, co-leader of the far-right Alternative for Germany, said on Tuesday she was leaving the party in a major blow to its credibility just two days after it surged to third place in a national election. The anti-immigrant AfD won 12.6 percent of the vote in Germany s election on Sunday, becoming the third-largest group in parliament and the first from the far-right to win seats in the Bundestag since the 1950s. Petry, the highest-profile figure in the AfD s more moderate wing, had shocked other senior members by saying on Monday she would not sit with the AfD in the Bundestag lower house but rather as an independent member of parliament. Her husband, another senior AfD figure, is also leaving the party. We tried to change course but you have to realize when you re",,General,argilla_news
"WASHINGTON Reuters - Vice President Joe Biden on Monday will denounce Republican Donald Trump s call for a halt to Muslim immigration as an appeal to intolerance and defend the U.S. fight against Islamic State at a time of dissent within the Obama administration over Syria policy. Biden will deliver a wide-ranging rebuke to Trump, the presumptive Republican presidential nominee for the Nov. 8 election, in a speech to the Center for New American Security think tank, according to excerpts released by the White House. Biden, who has joined President Barack Obama in endorsing presumptive Democratic nominee Hillary Clinton, plans to wade deeper into the campaign a week after Trump sparked criticism for his comments on American Muslims after a U.S.-born Muslim man killed 49 people at a gay night",,General,argilla_news
"MOMBASA, Kenya Reuters - Suspected militants from the Somali group al Shabaab beheaded four men in two different attacks in Lamu County on Kenya s north coast on Wednesday, authorities said, a month after 12 people were killed in similar incidents in the region. Lamu County Commissioner Gilbert Kitiyo said the attacks took place in Silini-Mashambani early on Wednesday where three were killed, while in a separate incident in Bobo village one person was killed. Kitiyo said about 30 heavily-armed assailants went from house-to-house calling out victims by name before pulling some out and slitting their throats. They were dressed in military gear and had AK-47 rifles. They beheaded four men before fleeing into the forest. All the victims are men. Police have already arrived at the scene and tak",,General,argilla_news
"AUSTIN, Texas Reuters - A senior Texas health official who co-authored a report that criticized the state s funding cuts to Planned Parenthood for reducing access to reproductive healthcare will retire from his post next month, a Texas commission said on Friday. Rick Allgeyer, the Texas Health and Human Services Commission s director of research, faced criticism from the state s Republican leaders over the report published in the prestigious New England Journal of Medicine this month. The report said state funding cuts to Planned Parenthood and its affiliates had an adverse effect on family planning for lower-income people. Allgeyer is eligible to retire and decided to do so effective on March 31, the commission said. Allgeyer, who has been at the commission for 16 years and was one of the",,General,argilla_news
"WASHINGTON Reuters - Members of the U.S. House of Representatives Intelligence Committee are close to an agreement on how to overhaul a controversial National Security Agency surveillance program and hope to complete legislation soon, the top Democrat on the panel said on Wednesday. Representative Adam Schiff said he had proposed a compromise that would let intelligence agencies query a database of information on Americans in national security cases without a warrant, but would require a warrant to use the information in other cases, such as those involving serious violent crime. This would prevent law enforcement from simply using the database as a vehicle to go fishing, but at the same time it would preserve the operational capabilities of the program, Schiff told reporters. At issue is ",,General,argilla_news
"Corrects paragraph 7 to show Trump issued a warning on travel to Cuba, not a ban on travel to Cuba HAVANA Reuters - Cuba told senior U.S. officials during talks on migration in Havana on Monday that the U.S. decision to suspend visa processing at its embassy on the island was seriously hampering family relations and other people exchanges. Relations between the former Cold War foes became strained after Donald Trump became the U.S. President, partially reversing the thaw seen during Barack Obama s presidency. In September, after allegations of incidents affecting the health of its diplomats in Havana, the U.S. administration reduced its embassy to a skeleton staff, resulting in the suspension of almost all visa processing. The Cuban delegation expressed deep concern over the negative impac",,General,argilla_news
"WASHINGTON Reuters - U.S. Senate Finance Committee Chairman Orrin Hatch said on Wednesday it is not yet clear how big a tax cut Congress can deliver through tax reform, despite calls by President Donald Trump and other Republicans for steep reductions in business tax rates. Hatch, whose panel oversees tax policy in the Senate, told a Washington tax policy forum he could also accept a tax reform plan that expands the federal deficit, despite opposition from deficit hawks. Trump and other Republicans have promised the biggest overhaul of the U.S. tax system since the Reagan era. But the White House says a detailed proposal is not expected until September, allowing little time in 2017 for Congress to act on such a major piece of legislation. The White House wants to cut the corporate tax rate",,General,argilla_news
"BEIJING Reuters - China and Vietnam s Communist parties have a shared destiny and there is great potential for bilateral economic cooperation, a senior Beijing official said on Tuesday on a visit to Vietnam, which has clashed with China over the South China Sea. Although both nations are under Communist rule, they are deeply suspicious of each other and relations have been strained over the past few years because of disputes in the strategic South China Sea. China has appeared uneasy at Vietnamese efforts to rally Southeast Asian countries over the busy swathe of sea as well as at its neighbor s growing defense ties with the United States, Japan and India. In July, under pressure from Beijing, Vietnam suspended oil drilling in offshore waters that are also claimed by China. However, Hanoi ",,General,argilla_news
"SARAJEVO Reuters - Thousands of pensioners from across Bosnia s Bosniak-Croat Federation, most of whom live on the edge of poverty, took to the streets in Sarajevo on Wednesday to protest for a rise in pensions and better social and health care. Out of about 410,000 pensioners living in the Bosnian region, nearly two-thirds live on minimum payments of 326 Bosnian marka 196 a month, while the average pension amounts to 370 marka compared to an average wage of 870 marka. With five pensioners to every six employed people in the Bosnian region, the government, which has yet to come up with an overall reform plan for the pension system, is struggling to make payments on time. Some pension fund officials say the system survives on low pensions, which are the lowest in the Balkans. The pensioners",,General,argilla_news
"WASHINGTON Reuters - President Donald Trump will announce new U.S. responses to Iran s missile tests, support for terrorism and cyber operations as part of his new Iran strategy, the White House said on Friday. The president isn t looking at one piece of this. He s looking at all of the bad behavior of Iran, Sarah Huckabee Sanders, the White House press secretary, told reporters. Not just the nuclear deal as bad behavior, but the ballistic missile testing, destabilizing of the region, Number One state sponsor of terrorism, cyber attacks, illicit nuclear program, Sanders continued. Trump wants to look for a broad strategy that addresses all of those problems, not just one-offing those, she said. That s what his team is focused on and that s what he ll be rolling out to address that as a who",,General,argilla_news
"WASHINGTON Reuters - Opponents of a bill that would allow lawsuits against Saudi Arabia s government over the Sept. 11 attacks kept up their fight against the measure on Tuesday, a day before the U.S. Senate is expected to oppose President Barack Obama s veto, allowing the bill to become law. Opponents circulated a letter from Ash Carter, Obama s Secretary of Defense, saying that the Justice Against Sponsors of Terrorism Act, known as JASTA, posed risks for U.S. forces abroad. While we are sympathetic to the intent of JASTA, its potential second- and third-order consequences could be devastating to the Department and its Service members and could undermine our important counterterrorism efforts abroad, Carter wrote to Representative Mac Thornberry. As Reuters reported on Friday, Thornberry",,General,argilla_news
"OMAHA, Neb. Reuters - Billionaire investor Warren Buffett on Monday campaigned alongside U.S. Democratic presidential candidate Hillary Clinton at a rowdy rally in his home state of Nebraska, where he challenged Republican Donald Trump to release his tax returns and questioned Trump s business acumen. Trump, a New York real estate developer making his first run at public office, has said he cannot release his tax returns, a ritual of U.S. presidential campaigns, until the Internal Revenue Service has completed an audit. Now I ve got news for him, said Buffett, whose Berkshire Hathaway BRKa.N conglomerate is based in Omaha. I m under audit, too, and I would be delighted to meet him anyplace, anytime, before the election. I ll bring my tax return, he can bring his tax return ... and let peop",,General,argilla_news
"BOSTON Reuters - Donald Trump has dismissed fellow White House hopefuls as liars, journalists as disgusting people and Mexican immigrants as rapists with a belligerent public speaking style that has helped catapult him to the front of the Republican pack. The verbal tactics, on display in Thursday night s debate in Detroit, have given the billionaire real estate developer front-runner status in early primary contests and opinion polls of U.S. Republican voters. But they would not last long on an academic debate stage, according to high school and college competitors and their coaches. He would last one tournament and then be removed from the team, said Eric Di Michele, coach of the speech and debate team at Regis High School in New York, one of the country s top-ranked teams. This kind of ",,General,argilla_news
"WASHINGTON Reuters - Qatar s foreign minister on Friday criticized reckless leadership in the Gulf for a number of crises including the Gulf rift and Lebanon, taking apparent aim at Saudi Arabia. The diplomatic crisis, in which Saudi Arabia, Bahrain, the United Arab Emirates and Egypt have boycotted Qatar, has been brewing since the summer after the four countries cut diplomatic, transport and trade ties with Qatar, accusing it of financing terrorism. Doha denies the charges. Saudi Arabia and its allies are fighting for sway across the region against a bloc led by Iran, which includes the heavily armed Lebanese Shi ite Hezbollah group. Attention on the dispute has shifted recently especially in the wake of Lebanese Prime Minister Saad al-Hariri s shock resignation announcement this month w",,General,argilla_news
"WASHINGTON Reuters - U.S. President Donald Trump will not necessarily insist on including funding for a border wall with Mexico in legislation to address protections for children brought to the United States illegally, a senior aide said on Tuesday. White House legislative director Marc Short, speaking to reporters at a Christian Science Monitor breakfast, said the administration will lay out its priorities for a fix for the Deferred Action on Childhood Arrivals DACA program in the next couple of weeks. While Trump remains committed to his campaign promise to build the wall along the U.S. border with Mexico, whether or not that is specifically part of a DACA package or a different legislative package, I am not going to prejudge here today, Short said. I don t want to bind ourselves into a ",,General,argilla_news
"WASHINGTON Reuters - U.S. President Donald Trump has designated White House Budget Director Mick Mulvaney acting director of the Consumer Financial Protection Bureau until a permanent director is nominated and confirmed, the White House said on Friday. The action came hours after Richard Cordray submitted his formal resignation and named a deputy director as his replacement, setting the stage for a political and legal battle over the regulator s leadership. The president looks forward to seeing Director Mulvaney take a common sense approach to leading the CFPB s dedicated staff, an approach that will empower consumers to make their own financial decisions and facilitate investment in our communities, the White House said in its statement. Democratic lawmakers are eager to preserve the regu",,General,argilla_news
