source,url,title,body,domain,sub_domain,scraped_at
scroll,https://scroll.in/article/1091756/fiction-eleven-years-later-a-daughter-is-determined-to-find-out-exactly-what-killed-her-father,"Fiction: Eleven years later, a daughter is determined to find out exactly what killed her father","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:02.979916
scroll,https://scroll.in/article/1091096/sunday-book-pick-seven-die-in-quest-for-a-perfect-woman-in-crime-novel-the-tokyo-zodiac-murders,Sunday book pick: Seven die in quest for a ‘perfect woman’ in crime novel ‘The Tokyo Zodiac Murders’,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:05.396432
scroll,https://scroll.in/article/1090797/crime-fiction-a-documentary-begins-asking-questions-that-four-men-thought-had-been-buried-forever,Crime fiction: A documentary begins asking questions that four men thought had been buried forever,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:08.148122
scroll,https://scroll.in/article/1090178/crime-fiction-uma-suspects-shes-surrounded-by-evil-when-she-and-her-husband-move-to-a-sleepy-town,Crime fiction: Uma suspects she’s surrounded by evil when she and her husband move to a sleepy town,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:10.819535
scroll,https://scroll.in/article/1090769/in-a-new-book-a-journalist-investigates-how-barpeta-in-assam-became-infamous-for-insurance-scams,"In a new book, a journalist investigates how Barpeta in Assam became infamous for insurance scams","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:17.135528
scroll,https://scroll.in/article/1090370/crime-fiction-the-bride-to-be-a-fresh-off-the-boat-english-memsahib-disappears-before-the-wedding,"Crime fiction: The bride-to-be, a fresh-off-the-boat English memsahib, disappears before the wedding","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:21.845981
scroll,https://scroll.in/article/1090288/thriller-when-a-series-of-murders-grips-delhi-acp-bhuvan-realises-no-evidence-is-to-be-trusted,"Thriller: When a series of murders grips Delhi, ACP Bhuvan realises no ‘evidence’ is to be trusted","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:25.549188
scroll,https://scroll.in/article/1090519/why-a-textile-town-became-the-hub-of-illegal-organ-trade,Why a textile town became the hub of illegal organ trade,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:28.796205
scroll,https://scroll.in/article/1090079/fiction-to-avoid-suspicion-lizzie-has-to-solve-the-mystery-of-a-mans-murder-after-he-visits-her,"Fiction: To avoid suspicion, Lizzie has to solve the mystery of a man’s murder after he visits her","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:32.866929
scroll,https://scroll.in/article/1090253/crime-fiction-an-elderly-womans-murder-leads-a-detective-to-rediscover-ancient-indian-history,Crime fiction: An elderly woman’s murder leads a detective to rediscover ancient Indian history,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:38.878415
scroll,https://scroll.in/article/1088666/fiction-the-discovery-of-a-skeleton-from-a-house-is-followed-by-a-high-profile-murder-suicide-case,Fiction: The discovery of a skeleton from a house is followed by a high-profile murder-suicide case,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:42.596789
scroll,https://scroll.in/article/1088965/indian-mafiosi-the-story-of-cleopatra-once-crime-boss-varadarajan-mudaliars-trusted-aide,"Indian mafiosi: The story of ‘Cleopatra’, once crime boss Varadarajan Mudaliar’s trusted aide","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:46.060509
scroll,https://scroll.in/article/1086938/murder-mystery-a-street-robbery-a-dead-body-and-a-missing-pilgrim-at-a-chandi-chowk-hotel,"Murder mystery: A street robbery, a dead body, and a missing pilgrim at a Chandi Chowk hotel","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:49.731739
scroll,https://scroll.in/article/1086900/crime-fiction-a-young-man-disappears-caught-in-a-brutal-cyber-scam-hub-operating-from-cambodia,"Crime fiction: A young man disappears, caught in a brutal cyber scam hub operating from Cambodia","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:23:57.149228
scroll,https://scroll.in/article/1088007/john-grishams-legal-mystery-the-widow-asks-if-a-sleazy-lawyer-can-ever-be-seen-as-a-good-victim,John Grisham’s legal mystery ‘The Widow’ asks if a sleazy lawyer can ever be seen as a ‘good’ victim,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:24:01.373331
scroll,https://scroll.in/article/1093215/ramachandra-guha-how-the-gandhi-family-has-helped-modi-consolidate-power,Ramachandra Guha: How the Gandhi family has helped Modi consolidate power,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:24:12.433316
scroll,https://scroll.in/article/1092971/hindusthan-records-how-the-shepherd-boy-playing-a-flute-brought-music-into-indian-homes,Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:24:36.165979
scroll,https://scroll.in/article/1092231/why-delhi-universitys-four-year-undergraduate-programme-has-left-students-in-panic,Why Delhi University’s four-year undergraduate programme has left students in panic,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:24:40.645029
scroll,https://scroll.in/article/1093148/how-indias-coral-reef-restoration-efforts-are-paying-off,How India’s coral reef restoration efforts are paying off,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:25:06.296231
scroll,https://scroll.in/article/1092648/how-vulcan-a-hypothetical-planet-helped-prove-einsteins-theory-that-gravity-is-curved-spacetime,"How Vulcan, a hypothetical planet, helped prove Einstein’s theory that gravity is curved spacetime","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:25:16.239724
scroll,https://scroll.in/article/1093242/readers-comments-ramachandra-guha-is-right-congress-has-no-competent-leadership,Readers’ comments: Ramachandra Guha is right – Congress has no competent leadership,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:25:20.291400
scroll,https://scroll.in/article/1092980/up-dairy-farmers-face-losses-as-summer-takes-a-toll-on-cattle,UP dairy farmers face losses as summer takes a toll on cattle,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:25:24.619685
scroll,https://scroll.in/article/1091217/i-am-the-enemy-of-death-gisele-pelicots-memoir-is-a-remarkable-tale-of-survival,‘I am the enemy of death’: Gisèle Pelicot’s memoir is a remarkable tale of survival,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:25:32.716986
scroll,https://scroll.in/article/1093272/four-rejoinders-what-ramachandra-guha-gets-wrong-about-rahul-gandhi,Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:26:05.678499
scroll,https://scroll.in/article/1092971/hindusthan-records-how-the-shepherd-boy-playing-a-flute-brought-music-into-indian-homes,Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:26:14.514359
scroll,https://scroll.in/article/1092231/why-delhi-universitys-four-year-undergraduate-programme-has-left-students-in-panic,Why Delhi University’s four-year undergraduate programme has left students in panic,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:26:17.724795
scroll,https://scroll.in/article/1093112/before-the-21st-centurys-climate-grief-there-was-bibhutibhusan-bandyopadhyays-1939-novel-aranyak,"Before the 21st century’s climate grief, there was Bibhutibhusan Bandyopadhyay’s 1939 novel Aranyak’","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:26:27.885733
scroll,https://scroll.in/article/1093148/how-indias-coral-reef-restoration-efforts-are-paying-off,How India’s coral reef restoration efforts are paying off,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:26:30.827404
scroll,https://scroll.in/article/1092648/how-vulcan-a-hypothetical-planet-helped-prove-einsteins-theory-that-gravity-is-curved-spacetime,"How Vulcan, a hypothetical planet, helped prove Einstein’s theory that gravity is curved spacetime","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:26:33.482641
scroll,https://scroll.in/article/1093242/readers-comments-ramachandra-guha-is-right-congress-has-no-competent-leadership,Readers’ comments: Ramachandra Guha is right – Congress has no competent leadership,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:26:38.555149
scroll,https://scroll.in/article/1092980/up-dairy-farmers-face-losses-as-summer-takes-a-toll-on-cattle,UP dairy farmers face losses as summer takes a toll on cattle,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:26:42.163605
scroll,https://scroll.in/article/1091756/fiction-eleven-years-later-a-daughter-is-determined-to-find-out-exactly-what-killed-her-father,"Fiction: Eleven years later, a daughter is determined to find out exactly what killed her father","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:26:58.936087
scroll,https://scroll.in/article/1090178/crime-fiction-uma-suspects-shes-surrounded-by-evil-when-she-and-her-husband-move-to-a-sleepy-town,Crime fiction: Uma suspects she’s surrounded by evil when she and her husband move to a sleepy town,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:27:16.064453
scroll,https://scroll.in/article/1090079/fiction-to-avoid-suspicion-lizzie-has-to-solve-the-mystery-of-a-mans-murder-after-he-visits-her,"Fiction: To avoid suspicion, Lizzie has to solve the mystery of a man’s murder after he visits her","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:27:18.284857
scroll,https://scroll.in/article/1090253/crime-fiction-an-elderly-womans-murder-leads-a-detective-to-rediscover-ancient-indian-history,Crime fiction: An elderly woman’s murder leads a detective to rediscover ancient Indian history,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:27:21.985189
scroll,https://scroll.in/article/1086938/murder-mystery-a-street-robbery-a-dead-body-and-a-missing-pilgrim-at-a-chandi-chowk-hotel,"Murder mystery: A street robbery, a dead body, and a missing pilgrim at a Chandi Chowk hotel","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:27:25.760443
scroll,https://scroll.in/article/1083266/the-silversmiths-puzzle-an-action-packed-colourful-murder-mystery-set-in-19th-century-bombay,"‘The Silversmith’s Puzzle’: An action-packed, colourful murder mystery set in 19th-century Bombay","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:27:28.068242
scroll,https://scroll.in/article/1082893/the-dead-know-nothing-an-immersive-murder-mystery-with-themes-of-apathy-and-destruction-of-nature,‘The Dead Know Nothing’: An immersive murder mystery with themes of apathy and destruction of nature,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:27:34.409584
scroll,https://scroll.in/article/1082415/fiction-two-dead-bodies-wash-ashore-soon-a-murder-case-considered-solved-years-ago-is-open-again,"Fiction: Two bodies wash ashore. Soon, a murder case considered solved years ago is open again","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:27:37.955949
scroll,https://scroll.in/article/1081610/stroke-of-death-murder-mystery-set-in-colonial-bengal-shines-in-its-portrayal-of-womens-lives,‘Stroke of Death’: Murder mystery set in colonial Bengal shines in its portrayal of women’s lives,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",Crime,General,2026-06-02T21:27:40.631174
scroll,https://scroll.in/article/1093215/ramachandra-guha-how-the-gandhi-family-has-helped-modi-consolidate-power,Ramachandra Guha: How the Gandhi family has helped Modi consolidate power,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:27:55.494649
scroll,https://scroll.in/article/1093272/four-rejoinders-what-ramachandra-guha-gets-wrong-about-rahul-gandhi,Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:27:57.924835
scroll,https://scroll.in/article/1092971/hindusthan-records-how-the-shepherd-boy-playing-a-flute-brought-music-into-indian-homes,Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:28:03.532946
scroll,https://scroll.in/article/1092231/why-delhi-universitys-four-year-undergraduate-programme-has-left-students-in-panic,Why Delhi University’s four-year undergraduate programme has left students in panic,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:28:08.041529
scroll,https://scroll.in/article/1093112/before-the-21st-centurys-climate-grief-there-was-bibhutibhusan-bandyopadhyays-1939-novel-aranyak,"Before the 21st century’s climate grief, there was Bibhutibhusan Bandyopadhyay’s 1939 novel Aranyak’","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:28:14.536347
scroll,https://scroll.in/article/1092567/readers-comments-divisive-imagined-claims-about-caste-and-marathi-pronunciations,"Readers’ comments: ‘Divisive’, ‘imagined’ claims about caste and Marathi pronunciations","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:29:57.515648
scroll,https://scroll.in/article/1092616/rejoinder-the-retroflex-like-the-marathi-na-has-little-do-with-caste,"Rejoinder: The retroflex, like the Marathi ‘na’, has little do with caste","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:30:04.589097
scroll,https://scroll.in/article/1092055/how-maharashtras-folk-traditions-fuel-sudhir-dhawales-tireless-cultural-resistance-against-caste,How Maharashtra’s folk traditions fuel Sudhir Dhawale’s tireless cultural resistance against caste,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:31:25.675813
scroll,https://scroll.in/article/1091271/many-takers-for-public-policy-studies-but-that-is-unlikely-to-improve-indias-governance-problems,"Many takers for public policy studies, but that is unlikely to improve India’s governance problems","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:31:29.869484
scroll,https://scroll.in/article/1090812/in-punes-skies-parrots-are-a-sign-of-how-caste-shapes-urban-geographies,"In Pune’s skies, parrots are a sign of how caste shapes cities","Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:31:35.859554
scroll,https://scroll.in/article/1090447/anand-teltumbde-stay-on-ugc-rules-was-disproportionate-six-counterpoints-to-the-objections,Anand Teltumbde: Stay on UGC rules was disproportionate – six counterpoints to the objections,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:31:40.919746
scroll,https://scroll.in/article/1089922/a-tale-of-one-city-jamshedpur-and-indias-fragile-modernity,A tale of one city: Jamshedpur and India’s fragile modernity,"Ramachandra Guha: How the Gandhi family has helped Modi consolidate power Five rejoinders: What Ramachandra Guha gets wrong about Rahul Gandhi Hindusthan Records: How the shepherd boy playing a flute brought music into Indian homes Why Delhi University’s four-year undergraduate programme has left students in panic Honey, they shrunk the Mohanlal phenomenon into ‘Lalettan’",SocialIssues,General,2026-06-02T21:31:44.308527
